time,hs,swe_obs
1999-11-01,0.0,
1999-11-02,0.0,
1999-11-03,0.0,
1999-11-04,0.0,
1999-11-05,0.0,
1999-11-06,0.0,
1999-11-07,0.1,
1999-11-08,0.06,
1999-11-09,0.07,
1999-11-10,0.5,
1999-11-11,0.56,
1999-11-12,0.48,
1999-11-13,0.44,
1999-11-14,0.39,
1999-11-15,0.41,
1999-11-16,0.35,
1999-11-17,0.38,
1999-11-18,0.45,
1999-11-19,0.5,64.0
1999-11-20,0.51,
1999-11-21,0.45,
1999-11-22,0.43,
1999-11-23,0.5,
1999-11-24,0.68,
1999-11-25,0.62,
1999-11-26,0.56,
1999-11-27,0.54,
1999-11-28,0.52,
1999-11-29,0.51,
1999-11-30,0.51,98.0
1999-12-01,0.5,
1999-12-02,0.39,
1999-12-03,0.34,
1999-12-04,0.33,
1999-12-05,0.41,
1999-12-06,0.41,
1999-12-07,0.4,
1999-12-08,0.37,
1999-12-09,0.34,
1999-12-10,0.34,
1999-12-11,0.48,
1999-12-12,0.45,
1999-12-13,0.48,
1999-12-14,0.45,
1999-12-15,0.53,97.0
1999-12-16,0.52,
1999-12-17,0.53,
1999-12-18,0.51,
1999-12-19,0.45,
1999-12-20,0.48,
1999-12-21,0.45,
1999-12-22,0.45,
1999-12-23,0.44,
1999-12-24,0.44,
1999-12-25,0.44,
1999-12-26,0.55,
1999-12-27,0.87,
1999-12-28,0.82,
1999-12-29,0.94,
1999-12-30,0.94,174.0
1999-12-31,0.92,
2000-01-01,0.88,
2000-01-02,0.84,
2000-01-03,0.82,
2000-01-04,0.8,
2000-01-05,0.78,
2000-01-06,0.76,
2000-01-07,0.75,
2000-01-08,0.75,
2000-01-09,0.75,
2000-01-10,0.75,
2000-01-11,0.75,
2000-01-12,0.75,
2000-01-13,0.73,
2000-01-14,0.71,
2000-01-15,0.7,168.0
2000-01-16,0.7,
2000-01-17,0.7,
2000-01-18,0.71,
2000-01-19,0.81,
2000-01-20,0.89,
2000-01-21,0.81,
2000-01-22,0.98,
2000-01-23,1.1,
2000-01-24,1.12,
2000-01-25,1.06,
2000-01-26,1.03,
2000-01-27,0.94,
2000-01-28,0.9,
2000-01-29,0.89,
2000-01-30,0.93,254.0
2000-01-31,0.9,
2000-02-01,0.89,
2000-02-02,0.89,
2000-02-03,0.87,
2000-02-04,0.86,
2000-02-05,0.85,
2000-02-06,0.85,
2000-02-07,0.85,
2000-02-08,0.86,
2000-02-09,0.82,
2000-02-10,0.93,
2000-02-11,0.88,
2000-02-12,0.88,
2000-02-13,0.86,
2000-02-14,0.94,
2000-02-15,0.95,238.0
2000-02-16,0.95,
2000-02-17,1.05,
2000-02-18,1.15,
2000-02-19,1.45,
2000-02-20,1.54,
2000-02-21,1.49,
2000-02-22,1.42,
2000-02-23,1.4,
2000-02-24,1.38,
2000-02-25,1.36,
2000-02-26,1.26,
2000-02-27,1.26,
2000-02-28,1.25,
2000-02-29,1.19,
2000-03-01,1.16,321.0
2000-03-02,1.2,
2000-03-03,1.19,
2000-03-04,1.25,
2000-03-05,1.29,
2000-03-06,1.26,
2000-03-07,1.25,
2000-03-08,1.23,
2000-03-09,1.15,
2000-03-10,1.09,
2000-03-11,1.07,
2000-03-12,1.0,
2000-03-13,1.0,
2000-03-14,1.0,
2000-03-15,1.07,345.0
2000-03-16,1.1,
2000-03-17,1.4,
2000-03-18,1.49,
2000-03-19,1.45,
2000-03-20,1.38,
2000-03-21,1.34,
2000-03-22,1.3,
2000-03-23,1.3,
2000-03-24,1.28,
2000-03-25,1.26,
2000-03-26,1.22,
2000-03-27,1.32,
2000-03-28,1.33,
2000-03-29,1.23,
2000-03-30,1.3,442.0
2000-03-31,1.27,
2000-04-01,1.23,
2000-04-02,1.21,
2000-04-03,1.17,
2000-04-04,1.09,
2000-04-05,1.08,
2000-04-06,1.06,
2000-04-07,1.06,
2000-04-08,1.04,
2000-04-09,1.02,
2000-04-10,1.0,
2000-04-11,0.96,
2000-04-12,0.92,
2000-04-13,1.08,
2000-04-14,0.95,
2000-04-15,0.85,315.0
2000-04-16,0.84,
2000-04-17,0.85,
2000-04-18,0.9,
2000-04-19,0.87,
2000-04-20,0.84,
2000-04-21,0.7,
2000-04-22,0.66,
2000-04-23,0.58,
2000-04-24,0.56,
2000-04-25,0.54,
2000-04-26,0.52,
2000-04-27,0.45,
2000-04-28,0.4,
2000-04-29,0.25,
2000-04-30,0.15,70.0
